,id,company,description,role_name
206,F5MFmeuPSLcAAAAAAAAAAA==,ASOS,"july 26, 2022 - insight analyst - marketing london - we’d love to meet someone with…· a strong track record in an insights role· advanced excel skills· good knowledge of key analytical tools & languages (sql, adobe, google analytics, data studio)· strong e-commerce/marketing analytics knowledge particularly within programmatic advertising· an...",data-analyst
207,i_qgrhE1U6YAAAAAAAAAAA==,ASOS.com,"company description

we're asos. we blend our flair for fashion with our love of cutting- edge technology, but more importantly were interested in how we can bring the best out of you.

we exist to give people the confidence to be whoever they want to be, and that goes for our people too. at asos, you're free to be your true self without judgment, and channel your creativity into a platform used by millions.

job description

asos is a unique and forward-thinking organisation which understands how data and technology drives its business forward. the data, analytics and ai architecture team is on a mission; empowering asos to be the best it can be by driving sustainable competitive advantage through innovative use of data, information and insights. your expertise will be invaluable, architecting and delivering the right solutions to enable asos to become truly data and insights driven.

the role is within a collaborative team who work across the broad data analytics and ai estate. this can provide the opportunity to touch upon traditional and modern approaches and technologies ranging from end user reporting through to ai and ml. we are seeking an individual who will relish the opportunity to work across this diverse spectrum in a cloud-first environment but who can bring an immediate experience of data warehousing and related approaches to complement the team.

what you will be doing:
• collaborate with the data, analytics and ai architecture team to help continually shape and evolve the existing strategy and architecture to meet changing business demands.
• provide architecture leadership, assurance and direction to analytics implementation teams.
• work with multidisciplined teams inside and outside of asos tech to understand the requirements needed for the data stored across the asos estate.
• work with engineering team leads to set and maintain standards and development practices that aid high delivery cadence without impeding robust, scalable and quality solutions.
• assist in ensuring the smooth delivery of products, solutions and initiatives that empower the organisation to obtain greater value from its investments.
• work with the wider architecture community to continually improve upon data analytics awareness and appreciation.
• collaborate with the immediate data, analytics and ai architecture team to help evolve a centre of excellence whose aim is to continually improve our capabilities to support implementation teams deliver world class software.
• assist with creating a fluid, end-to-end vision for how data flows through the organisation.
• be an ambassador for the technical capability of asos tech both internally and externally.

qualifications

what you will need:
• in depth experience as an architect who lives and breathes data analytics and an ambition to take this best practice and use it in a dynamic environment while making waves in the industry.
• you'll also have the following:
• good analytical and problem-solving skills.
• broad expertise in the design and delivery of advanced analytics and business intelligence use cases and solutions.
• excellent communication skills and a diplomatic nature.
• highly collaborative and open working style.
• commitment to provide a high level of customer service to internal and external users.
• ability to work upon parallel projects to a high standard.
• proven experience in the successful delivery and ongoing maintenance of complex, high volume, high performing and high-quality software systems.
• working knowledge of big data implementations and associated issues.
• experience of implementing/supporting cloud-based solutions.
• in-depth knowledge in most of the following technologies:
• azure data related technologies such as sql data warehouse/synapse, azure sql database, azure cosmos db, azure data lake and analysis services.
• apache spark and/or databricks.
• expertise with microstrategy, power bi, or another major end-user reporting and/or visualisation platform.

in-depth knowledge of most of the following architectures, concepts and activities:
• data warehouse, lake, lakehouse, mesh.
• data visualisation, reporting, business intelligence.
• self-service analytics.
• batch and streaming data.
• etl and elt.
• data governance and security.
• data modelling.
• partitioning and data compression.
• relational and nosql.

additional information

what's in it for you?
• competitive salary, pension, and private medical care scheme
• performance related bonus
• flex benefits allowance - which you can chose to take as extra cash, or use towards other benefits
• 25 days paid annual leave + an extra day for your birthday
• employee discount (hello asos discount!)
• tech develops - our internal tech focussed skills development programme to focus on your personal growth as a technologist
• opportunity to represent asos at industry leading events
• opportunity to help shape and drive our de&i initiatives in tech (like our wit movement and diversity mentoring in tech)
• opportunity to make an impact from day one and work with the latest in cutting edge of technology

we want our people to be whoever they want to be. that’s why we’re committed to creating a truly inclusive culture at asos, but how’re we doing it?

through our fashion with integrity strategy we are driving diversity, equity and inclusion across every aspect of asos and ensuring every asoser can be their authentic self at work. we want our people to be whoever they want to be, because we believe people who bring their best selves to work, do their best work.

we’re proud members of inclusive companies, are disability confident committed and have signed the business in the community race at work charter. we’ve also recently been placed 8th in the inclusive top 50 companies employer list too.

there are safe space employee networks and we host a monthly dei events series to help support and celebrate all of our people. we are constantly listening to our people, evolving, changing and taking a flexible approach to how we make asos truly inclusive",data-analyst
208,gjkiEbwC7q4AAAAAAAAAAA==,Apple,"summary

posted: may 12, 2022

weekly hours: 35

role number:200377407

we are seeking a world-class data engineer to join the data engineering team within apple media products. amp (home to apple music, app store, itunes and other services that millions of customers use every single day) has some of the most compelling data in the world. we are looking for a talented engineer who is motivated by meaningful problems and well versed with big data technologies. this is a rare opportunity to join a focused team and work collaboratively with other groups to make a significant impact.

key qualifications
• languages: java or scala
• working knowledge on the following distributed data processing platforms: spark, hadoop
• great if you also know: kafka, java map reduce, python
• algorithms: you will be working on crafting new algorithms to process large scale data efficiently.
• we expect you to know: basic computer science algorithms, data structures and distributed algorithms to process and mine data
• great, but not required, if you also know about how to develop: graph, data classification and clustering algorithms in distributed environment
• good debugging, critical thinking, and communication skills
• knowledge in engineering machine learning, feature engineering systems is a plus.
• able to capture cross-functional requirements and translate them into practical engineering tasks
• bonus points for experience in the music space
• 3+ years of programming experience

description

as a member of the data engineering team, you will have significant responsibility and influence in crafting its future direction. this role is inherently cross-functional and the ideal candidate will work across disciplines. we are looking for someone with a love for data and ability to iterate quickly on all stages of data pipeline. this position involves working on a small team to develop large scale data pipelines and analytical solutions using bigdata technologies. successful candidates will have strong engineering skills and communication, as well as, a belief that data driven processes lead to phenomenal products. you will need to have a real passion for quality and an ability to understand complex systems. if this sounds like you, then we would love to hear from you.

education & experience

bachelors or masters degree in computer science, mathematics, or meaningful industry experience preferred

additional requirements
• apple is an equal opportunity employer that is committed to inclusion and diversity. we also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants",data-engineer
209,FBQmf2_9UVsAAAAAAAAAAA==,Apple,"summary
posted: 17 dec 2021
weekly hours: 35
role number:200324557

apple media products engineering are the team behind high profile services such as the apple arcade, apple music, apple tv+ and many more. we are looking for a world-class data engineer to help build the data pipelines and systems that power our customer engagement and marketing automation platforms.

the people here at apple don’t just build products — they build the kind of wonder that’s revolutionized entire industries. it’s the diversity of those people and their ideas that encourages the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. join apple, and help us leave the world better than we found it.

here you have a phenomenal opportunity to help build and evolve large-scale highly-available systems, with positions currently available as we grow our amazing london team.

key qualifications

key qualifications
• ability to develop software and data applications in scala, java or python
• prior experience with big data technologies (hadoop, spark, etls, distributed systems)
• track record of implementing and maintaining highly scalable data systems and services
• experience working with micro-services architectures
• manage the data architecture, scheduling and production of data pipelines & solutions
• strong communication and collaboration skills, working with cross-functional teams located internationally

description

description
you will be joining a small team responsible for developing and building solutions with a focus on leveraging anonymised data & machine automation to improve apple media products and services. you will bring your knowledge and expertise in data engineering to develop, architect and maintain large scale reliable data & machine learning pipelines.

this is your opportunity to help engineer highly visible global-scale data products with petabytes of data, supporting hundreds of millions of users. successful candidates will have strong engineering and interpersonal skills, as well as, a belief that data driven processes lead to phenomenal products.

you will need to have a real passion for quality and an ability to understand sophisticated systems. this role also includes a crucial thread of data privacy and security. this is a rare opportunity to join a focused team and work collaboratively with other groups to make a significant impact.

education & experience

education & experience

additional requirements

additional requirements
• nice to have
• - experience with streaming technologies including kafka, kinesis a plus.
• - experience deploying machine learning models & pipelines.
• - knowledge of piis and gdpr compliance to meet privacy standards
• apple’s most important resource, our soul, is our people. apple benefits help further the well-being of our employees and their families in meaningful ways. no matter where you work at apple, you can take advantage of our health and wellness resources and time-away programmes. we’re proud to provide stock grants to employees at all levels of the company, and we also give employees the option to buy apple stock at a discount — both offer everyone at apple the chance to share in the company’s success. you’ll discover many more benefits of working at apple, such as programmes that match your charitable contributions, reimburse you for continuing your education and give you special employee pricing on apple products. apple benefits programmes vary by country and are subject to eligibility requirements. apple is an equal opportunity employer that is committed to inclusion and diversity. we take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics. apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities",data-engineer
210,zWY9VnvtFLEAAAAAAAAAAA==,Apple,"summary

the apple database technology group is looking for a software engineer with a passion for developing world class, highly scalable, and resilient database systems with a particular focus towards ensuring quality, performance, and correctness. particular areas of focus involve transaction and concurrency management, query language, planning and optimisation as well the design and development of custom storage, indexing, and search structures. we are a group of hard-working engineers that don multiples hats: coder, hacker, debugger, and most importantly, customer advocate. we are seeking someone who is passionate about working in an exciting environment with constantly evolving priorities. your background should be a good blend of design and hands-on development of software at scale. you are dedicated, motivated, and willing to switch context in a heartbeat. you are creative and inspired to invent new ways to analyse and build better products.

key qualifications

a solid understanding of relational databases, sql, and query planning and execution

strong experience in designing, developing, and testing of large scale distributed systems

programming in java or other object oriented language required

extensive experience with java debugging and profiling

creative thinker and strong problem solver

strong technical experience on multiple platforms (os x, ios, etc.)

ability to work in a fast-paced and dynamic environment

description

consider joining apple’s database technology group and help craft software which forms the foundation for some of our most exciting cloud services products. we are searching for a capable engineer who has an interest in database and scaleable systems development. in this highly visible position, you will collaborate with multi-functional engineering teams to define and implement some of the core backend platform frameworks and systems that will power next generation apple web services. we promote innovation and new technology to further improve our creative output. we're looking for creative and passionate people to help us bring our visions to fruition.

additional requirements

apple is an equal opportunity employer that is committed to inclusion and diversity. we also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities. apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.

role number: 200397979",data-engineer
211,981VJfDNx5wAAAAAAAAAAA==,Apple,"summary
posted: aug 18, 2022

role number:200414940

apple media products is the team behind the app store, apple music, apple tv+, apple arcade, and many other high profile products on iphone, ipad, mac and appletv. our engineering team is looking for talented, performance-savvy, marketing operations specialists that can enable success of marketing and customer engagement programs by encouraging a close working relationship between business and engineering teams.

key qualifications

key qualifications
• experience in retention/lifecycle marketing (mobile marketing automation, crm operations, exposure to campaign tools, email service providers)
• solid understanding of technology (rest api responses, data types, databases)
• proven ability to build relationships and engage with cross-functional teams
• passion for learning new technologies
• experience integrating sdks of mobile marketing automation tools such as braze, localytics, swrve, sfmc. candidate will be responsible for migrating apple services onto internal marketing technology.

description

description
you will partner with our growth marketing organization, support their ongoing operations and be their point of contact within the engineering team.

you will leverage a deep expertise of our customer engagement platform to empower our marketing teams to use our technology effectively through onboarding new teams, offering training, studying campaign requirements and making operational recommendations.

you will be responsible for giving feedback to the engineering teams by carrying business context into product development prioritization meetings, capturing new requirements and providing feedback on new feature designs, raising bugs as you encounter them and helping test new functionality, providing initial enhancement suggestions.

you will enjoy working in a multi-disciplinary team with engineers, data scientists, machine learning experts and ui/ux specialists.

you will produce gap analysis and production support documents to improve the integration experience for new apple marketing projects. candidate will be expected to produce technical solutions architecture diagrams, engineering workflows and will be expected to work in agile-testing engineering structure. candidate will work with growth marketing organization, support their ongoing engagement and acquisition operations with past experience, and be their point of contact within the engineering team.

you will debug ios applications with charles or other http proxy services. candidate will screen both apple services and internal client networking issues related to mobile marketing stack. candidate will be responsible for using internal rest apis to edit marketing campaigns as necessary.

education & experience

education & experience

additional requirements

additional requirements
• experience of any of the following is an advantage:
• - technical account management/customer success experience
• - support engineering background
• - troubleshooting skills such as calling apis, inspecting browser network activity
• - ability to query campaign and logging data
• - experience with python or other interpreted languages, sql/pyspark
• apple’s most important resource, our soul, is our people. apple benefits help further the well-being of our employees and their families in meaningful ways. no matter where you work at apple, you can take advantage of our health and wellness resources and time-away programmes. we’re proud to provide stock grants to employees at all levels of the company, and we also give employees the option to buy apple stock at a discount — both offer everyone at apple the chance to share in the company’s success. you’ll discover many more benefits of working at apple, such as programmes that match your charitable contributions, reimburse you for continuing your education and give you special employee pricing on apple products. apple benefits programmes vary by country and are subject to eligibility requirements. apple is an equal opportunity employer that is committed to inclusion and diversity. we take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics. apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities",data-engineer
212,ROil6pYGuZcAAAAAAAAAAA==,Apple,"summary

role number:200212008

the data platform team in apple media products builds and runs data pipelines, tools, and services to support apple music, the app store, apple tv+ and more. we are looking for enthusiastic engineers to join us in building the next generation of our data platform. we work closely with engineering teams across apple. we focus on building systems to deliver data requirements at high scale and reliability, whilst meeting apple's belief that privacy and security are paramount. we offer a flexible, family-friendly working environment and a wide range of competitive benefits. you will be encouraged and supported to do your best work and to have fun doing so.

key qualifications
• hands-on experience in building reliable services that work at scale.
• an ability to communicate with users and drive adoption, troubleshoot and diagnose issues, and work effectively with teams adopting our tools.
• ability to write and deploy well-tested production code and driven for modern software engineering practices.
• proficient in java or scala, with an understanding of recent language features and frameworks - expertise in building jobs with apache spark is desirable.
• experience creating apis, tools, and services for engineers with an appreciation of the importance of versioning, wire formats, authentication, tracing, and monitoring.
• understanding of data storage technologies such as serialization, schemas, and file and table formats for large-scale data processing. an understanding of formats such as apache iceberg is a benefit.
• in-depth knowledge of one or more big data systems, any of nosql stores such as cassandra; distributed message queues such as kafka; distributed filesystems such as hdfs or s3; data platforms such as hadoop or spark.

description

we provide platforms, services, tools, and datasets for use by engineering teams within apple. we cover batch, real-time and near-realtime requirements, handling petabytes of data and ultimately supporting hundreds of millions of customers. in this role, you will build infrastructure to drive apple's highly visible global-scale systems. you will work with attention to usability, performance, scalability, and the high availability of your systems. you will support other engineering teams as they adopt these systems for their own products.

education & experience

bs or equivalent work experience in a technical discipline

additional requirements
• apple's most important resource, our soul, is our people. apple benefits help further the well-being of our employees and their families in meaningful ways. no matter where you work at apple, you can take advantage of our health and wellness resources and time-away programmes. we're proud to provide stock grants to employees at all levels of the company, and we also give employees the option to buy apple stock at a discount - both offer everyone at apple the chance to share in the company's success. you'll discover many more benefits of working at apple, such as programmes that match your charitable contributions, reimburse you for continuing your education and give you special employee pricing on apple products.
• apple benefits programmes vary by country and are subject to eligibility requirements.
• apple is an equal opportunity employer that is committed to inclusion and diversity. we take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics. apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities",data-engineer
213,suQ4GGHkoB8AAAAAAAAAAA==,Apple,"summary
posted: 6 jul 2022
weekly hours: 35
role number:200316899

the apple pay team is looking for data engineers who can help us design and deliver the next generation systems powering apple pay! this initiative will enable first-to-market features that differentiate our products. this means managing and handling data is one strategic element that you and your team will collaborate on.

apple is committed to creating a diverse working environment for everyone and is proud to be an equal opportunity employer. all applicants will receive consideration for employment without regard to race, colour, religion, gender, sexual orientation, national origin, disability, age, veteran or immigrant status. come join our team and be part of this initiative!

key qualifications

key qualifications
• practical experience crafting and maintaining large scale data processing pipelines for streaming and computing with data technologies like spark, kafka, sql and nosql.
• experience in designing implementing & supporting highly scalable systems and services.
• ability to communicate thoughtfully, demonstrating problem-solving skills and a learning mentality to build long-term relationships.
• proven understanding of governance/security concepts and technologies (examples: encryption, anonymisation, pci, pii, etc.).
• proven experience working across operational data sets and data at rest.
• some experience deploying code to cloud platforms and associated tooling (examples: aws, gcp, azure, terraform, spinnaker).

description

description
• match the functional requirements for our data platform with the existing data sources and identify gaps, solutions while improving reusability and flexibility.
• design, deliver and continuously test data computation pipelines that will aggregate data into reports and live feeds to integrate with our partners and our data warehouse.
• participate in multi-functional efforts: advise and improve the architecture to ensure our data needs are considered from the earliest phase.
• collaborate with our product and infrastructure team to ensure compliance with constraints and prioritise accordingly.
• participate, learn and share knowledge with fellow engineers.

education & experience

education & experience
• bsc or ms in computer science or related technical field, equivalent work experience will also be considered.

additional requirements

additional requirements
• any of the following is an advantage:
• • prior exposure to payments and banking domains and technologies (examples: payment schemes, iso8583).
• • work on microservice architectures with service mesh on kubernetes.
• • comfortable with jvm language like java, scala or kotlin.
• this role may require occasional international travel/transatlantic travel.
• apple’s most important resource, our soul, is our people. apple benefits help further the well-being of our employees and their families in meaningful ways. no matter where you work at apple, you can take advantage of our health and wellness resources and time-away programmes. we’re proud to provide stock grants to employees at all levels of the company, and we also give employees the option to buy apple stock at a discount — both offer everyone at apple the chance to share in the company’s success. you’ll discover many more benefits of working at apple, such as programmes that match your charitable contributions, reimburse you for continuing your education and give you special employee pricing on apple products.
• apple benefits programmes vary by country and are subject to eligibility requirements.
• apple is an equal opportunity employer that is committed to inclusion and diversity. we take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics. apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities",data-engineer
214,hbQsehRiAqwAAAAAAAAAAA==,Apple,"summary

weekly hours: 35

role number:200344646

our video, books and fitness+ analytics data engineering team is responsible for building analytics on top of nearly all of video, fitness+ and books datasets used in apple for analyzing and enhancing the product experience. this means that we build computation platforms and datasets to empower analysis and collaborate with data scientists, analysts to build production data pipeline. given the size and complexity of our datasets this is not a trivial task. our business, analysts and product team depends on this data, and as a member of this team you would be at the center of product innovation. this includes projects like: -determining the customer engagement with our contents -analyzing the success of a campaign -defining kpis for understanding how consumers are interacting with our service -creating dataset features for machine learning initiatives -building funnels to understand our subscription models -establishing new patterns and algorithms for efficient processing of datasets with billions of records in batch or streaming the projects you will be working on will be truly impactful. you will work with data at a very large scale and collaborate with best-in-class data engineers and analysts. you will have freedom to innovate as you work closely with our partners to see the big picture, and figure out new ways to process and extract insights from data to make decisions. the best person will have a strong engineering background with the ability to tie engineering solutions with business impact.

key qualifications
• significant experience in designing, implementing and supporting highly scalable data systems and services in java and/or scala
• experience in distributed computing technologie like : apache flink, spark, hadoop and nosql stores, traditional databases
• building and running large-scale data pipelines, including distributed messaging such as kafka, data ingest to/from multiple sources to foster batch and near-real-time/streaming compute components
• experience with data-modeling and data-architecture optimized for big data patterns (efficient storage and query on hdfs)
• knowledgeable about distributed storage and network resources, at the level of hosts, clusters and dcs, to tackle and prevent performance issues.
• experience with low-latency nosql datastores and traditional relational databases is desired
• ability to communicate optimally; both written and verbal, with technical and non-technical multi-functional teams

description

the apple media products analytics engineering team is responsible for collecting, analyzing, building insights and reporting on customer experience data. from this data we generate insights into how customers interact with our products, and use these insights to drive improvements to user-facing features. you will be working on a small team and will be responsible for processing large amounts of data and developing platforms to process, analyze and mine that data to extract intelligence. prepare data for visualization, ad-hoc exploration, reporting, and further analysis. we are looking for a well-rounded engineer who has good design sense. the ideal candidate pays close attention to details -- caring about the quality of the input data as well as how the processed data is ultimately interpreted and used. you are also a team player -- ready to contribute during design sessions, and able to give and receive constructive code reviews. your curiosity drives you to explore new technologies and apply creative solutions to problems.

education & experience

bachelor's degree, master's degree; or equivalent work experience in engineering, computer science, business information systems.

additional requirements",data-engineer
215,nfjxc0-COegAAAAAAAAAAA==,Apple,"summary
posted: 22 dec 2021
weekly hours: 35
role number:200324593

the apple media products engineering team is one of the most exciting examples of apple’s long-held passion for combining art and technology. we are the people who power the app store, apple tv, apple music, apple podcasts, and apple books. and we do it on a massive scale, meeting apple’s high expectations with high performance to deliver a huge variety of entertainment in over 35 languages to more than 150 countries.

our engineers build secure, end-to-end solutions. we develop the custom software used to process all the creative work, the tools that providers use to deliver that media, all the server-side systems, and the apis for many apple services.

thanks to apple’s unique integration of hardware, software, and services, engineers here partner to get behind a single unified vision. that vision always includes a deep commitment to strengthening apple’s privacy policy, one of apple’s core values. although services are a bigger part of apple’s business than ever before, these teams remain small, nimble, and cross-functional, offering greater exposure to the array of opportunities here.

key qualifications

key qualifications
• ability to communicate effectively, demonstrating problem-solving skills and a learning attitude
• proven experience in crafting, implementing and scaling systems and services in java
• demonstrable knowledge of algorithms & data structures
• understanding of distributed systems and data storage concepts including cap theorem and eventual consistency

description

description
the apple media products engineering team is looking for great engineers to build and improve features and services driving app store, apple music, podcasts and more.

our team is responsible for many of the key systems powering personalisation features of apple services. this includes ratings & reviews, personalised podcast experiences, digital lockers and privacy services. here you have a phenomenal opportunity to help build and evolve global-scale, leading-edge dynamic data systems, with positions currently available as we grow our amazing london team.

we are responsible for the full lifecycle (system design, implementation, continuous optimisation and improvement). we build systems that serve billions of customers and that last.

we promote innovation and new technology to further improve our creative output. if you’re an all round and performance-savvy java server engineer with an interest in, and experience of, large scale data technologies and systems we’d love to hear from you.

what you will be working on:

- building products and services for billions of users with a focus on great customer experience and privacy
- deploying live customer-facing features with millisecond-latencies globally over large datasets
- distributed systems, distributed caching, distributed data stores (e.g. cassandra, voldemort, foundationdb)
- data modelling and data architecture as optimised for large data patterns (efficient storage and query on hdfs, realtime query patterns in key-value stores, columnar schema design etc.)
- large scale data pipelines, using kafka and hadoop-ecosystem technologies such as spark, yarn and hdfs

education & experience

education & experience

additional requirements

additional requirements
• apple's most important resource, our soul, is our people. apple benefits help further the well-being of our employees and their families in meaningful ways. no matter where you work at apple, you can take advantage of our health and wellness resources and time-away programmes. you'll discover many more benefits of working at apple, such as programmes that match your charitable contributions, reimburse you for continuing your education and give you special employee pricing on apple products.
• apple benefits programmes vary by country and are subject to eligibility requirements.
• apple is an equal opportunity employer that is committed to inclusion and diversity. we take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics. apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities. apple is a drug-free workplace",data-engineer
216,4fxqqF6ivasAAAAAAAAAAA==,Apple,"summary

are you passionate about shipping extraordinary software and services to positively impact millions of users worldwide? the apple media products qa analytics team are looking for an experienced big data qa engineer to help test the features and services which drive the itunes, app store, tv and apple music storefronts and services you’ll be joining a small and hardworking team of qa engineers who share a passion for testing and care deeply about the quality of apple products, with a strong focus on customer experience

key qualifications

excellent knowledge and experience of data query tools (sql / spark / hive)

excellent knowledge and experience of data validation, pipeline and ingestion testing

good knowledge of big data technologies (hdfs, mapreduce), etl and data warehousing

experience developing test plans and test cases

good knowledge of the software development lifecycle and qa approaches

self motivated with consistent record to lead qa projects and give as part of team

comfortable and adaptable in a fast paced, dynamic environment

knowledge of python and/or java is advantageous

description

in this role you will be working alongside like minded qa engineers testing features and services which power itunes, app store, tv and apple music storefronts and services you will be expected to take end-to-end responsibility of test projects including planning, automation implementation, manual testing, bug reporting / isolation, and collaborating closely with engineers and project managers in cross functional project teams. to thrive in this role you will need to be proactive, detail orientated, with experience of designing and implementing automation frameworks from scratch. you must be comfortable working in a fast paced environment with rapidly changing priorities. you will also need strong interpersonal and communication skills and a willingness to work as a team player the role is based in central london however it may occasional international travel to work with other teams at apple

education & experience

bachelors degree or equivalent meaningful experience.

the role is based in central london however it may occasional international travel to work with other teams at apple

role number: 200386156",data-engineer
217,33GKGOh31mgAAAAAAAAAAA==,Apple,"key qualificationsexperience building data processing pipelines in sql, scala or pythonexperience with large scale data processing technology, such as spark, flink, hdfs, aws/s3, parquetexposure to machine learning concepts and programming in python is a plusunderstanding or experience with large scale distributed systems, such as hadoop, kubernetes is a bonusdescriptionthe apple media products analytics engineering team is responsible for collecting, analyzing, and reporting on insights derived from user and device generated data from apple's media services - apple music, app store, etc. to achieve this, we’re developing data processing and analytics applications operating at true cloud scale. you will be working on a small team valuing cooperation, brainstorming, with an emphasis on design. we are looking for a sharp engineer who also has a keen sense of how to build good products. you are also a team player -- ready to engage in lively design discussions, and able to give and receive constructive code reviews. your curiosity drives you to explore new technologies and apply creative solutions to problems. the ideal candidate pays close attention to details, but also keeps sight of the bigger picture.education & experiencebs degree in computer science or meaningful work experienceapple benefits help further the well-being of our employees and their families in meaningful ways. no matter where you work at apple, you can take advantage of our health and wellness resources and time-away programmes. we’re proud to provide stock grants to employees at all levels of the company, and we also give employees the option to buy apple stock at a discount — both offer everyone at apple the chance to share in the company’s success. you’ll discover many more benefits of working at apple, such as programmes that match your charitable contributions, reimburse you for continuing your education and give you special employee pricing on apple products. apple benefits programmes vary by country and are subject to eligibility requirements. apple is an equal opportunity employer that is committed to inclusion and diversity. we take affirmative action to ensure equal opportunity for all applicants without regard to race, colour, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or other legally protected characteristics. apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities. we will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform crucial job functions, and to receive other benefits and privileges of employment. please contact us to request accommodation",data-engineer
218,DVt9Wy-bAHgAAAAAAAAAAA==,Deliveroo,"requirements
• you should be a strong collaborator with a keen interest in mentoring and coaching other engineers or teams,
• pride in readable, well-designed, well-tested software,
• professional experience writing infrastructure services and applications in any language, and a willingness to quickly get up to speed on our stack (ruby/rails, go, scala),
• experience in leading and taking accountability for projects,
• understanding of the infrastructure necessary for experimentation,
• ability to coordinate technical changes across multiple teams and engineering groups,
• experience with vms, containers and serverless compute platforms. (we use aws for compute, e.g. ec2, ecs and lambda),
• experience with distributed services and event streaming (we use kafka),
• experience with operating systems, configuration management and ""infrastructure as code"". (we use terraform),
• experience with sql (we don't need you to be an expert, but you need to be willing to understand and craft some more complex analytics queries when needed),
• experience with data processing pipelines (we use aws step functions) and stream processing (we use flink),
• experience with monitoring web applications (we use datadog, sentry),
• experience with managing databases, caches and message queues. (we use postgres, dynamodb, redis),
• ability to work with unfamiliar codebases, including internal, open source and 3rd party code we depend on

what the job involves
• we’re looking for staff software engineers who are experienced in leading projects, taking accountability from start to finish, with full in-team ownership over the technical roadmap,
• we’re working to improve our restaurant recommendations or looking to find a more efficient algorithm for routing our drivers, experimentation helps us make the right decisions for our users,
• the experimentation platform team are building a platform to improve and scale the way we run experiments at deliveroo,
• this team is a close collaboration of software engineers and data scientists,
• you could be a good fit to join us if you are comfortable working with unfamiliar codebases and have a strong knowledge of data engineering, and you are passionate about experimentation",data-engineer
219,Ww0O5VsPe2kAAAAAAAAAAA==,Darktrace,"network engineer (juniper) - cambridge(juniper srx/ex, ospf, bgp, nagios, ansible, aws networking)darktrace’s mission is to make the world more secure in the face of targeted threats and evolving, machine-speed attacks.
by augmenting human security teams and autonomously detecting and responding to attacks, darktrace’s cyber ai platform reduces the risks of data theft and technology disruption that organizations face on a daily basis.
our technology applies cutting-edge machine learning and mathematics to the field of cyber-security.founded in 2013, darktrace was most recently valued at $1.65b and currently has over 2,000 worldwide employees spread across over 40 countries.
the technical hub and headquarters are located in cambridge, uk, with a us headquarters in san francisco, ca.in this role you’ll be one of darktrace’s resident juniper and networking experts responsible for designing and implementing new datacentre firewall and switching environments whilst advising and supporting the business on a 3rd line basis.key duties & responsibilities:
maintain and provide expertise on juniper hardware, monitoring and the wider network estateautomate repetitive tasks and help to build a more autonomous networkoptimise combined juniper and server infrastructure environments like vmware vcf and nsx-t for speed and reliabilityassist the operations team through networking advice, guidance, and upgrades for hosted environmentsadvance it project work by learning and using technologies such as juniper virtual chassis, ospf, bgp, ansible and moreinternalise a security-first mindset and evangelise best practicesparticipate in team meetings with opinions, ideas and suggestionssupport the user-base in a third line function as an aspiring networking expertfor this role you need to be tenacious, driven and have the following skill set:
the role will suit innovative, self-motivated people who can prioritize and follow how they fit into wider progress as well as skilfully solve their immediate challenges.network accreditations (jncp or similar)benefits:
competitive base salarybupa family healthcarepension contributionother benefits include transport allowance, free lunch on a friday
• , free fruit and regular office social events (
• dependent on region",data-engineer
