land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school_km,wall_fence,house_age_or_renovated,water_front,distance_to_supermarket_km,property_value
244,225,5,3,1,1,1,1,4.4,1,6,0,1.8,225052
240,239,4,3,1,0,1,1,0.5,1,7,0,6.3,211991
274,248,5,4,1,1,1,1,5.1,0,12,0,4.8,220154
454,412,6,6,1,1,1,1,1.5,1,13,0,1.6,374312
248,227,4,2,0,1,1,0,2.8,1,22,0,2.6,202540
171,171,3,4,0,0,0,1,2.5,1,20,0,2.3,148459
279,271,5,5,1,1,1,1,3.3,1,13,1,2.8,275595
130,113,1,2,1,1,0,1,4.6,0,20,0,5.2,113043
178,156,2,1,0,1,1,0,5.1,0,15,0,2.3,138346
196,188,4,5,1,1,1,1,2.5,0,7,0,6.3,167976
285,279,4,5,1,1,1,1,0.1,1,10,0,5.6,264151
125,118,2,1,0,1,0,0,4.4,0,1,0,2.9,103025
184,180,3,4,1,0,0,1,5.9,0,18,0,6.8,138587
264,242,4,5,1,1,1,0,2.3,1,9,1,0.8,266157
199,183,4,5,1,1,1,1,1.2,1,17,0,2.1,192111
151,151,3,4,1,0,0,0,0.4,1,8,0,0.2,149535
310,294,4,2,1,1,1,1,0.8,1,16,0,5.9,264955
255,250,5,5,1,1,0,1,6.7,1,12,0,4.2,216398
162,152,2,1,0,1,0,0,4.5,0,18,0,6.7,111508
160,141,3,4,1,1,0,1,5.4,1,1,0,0.5,158981
196,183,3,3,0,1,0,0,2.4,0,21,0,1.8,142847
222,195,3,2,1,1,0,1,0.7,0,15,0,1.3,185909
384,364,6,6,1,1,1,1,6.2,0,9,0,0.4,290685
478,475,7,6,1,1,1,1,3.1,1,20,0,4.3,376858
332,287,5,4,1,1,1,1,0.8,1,3,0,5.1,302585
191,182,4,3,0,1,1,0,4.7,0,4,0,0.3,146116
330,286,6,7,1,1,1,1,6.7,1,11,0,6.1,277471
246,245,5,5,1,0,1,1,0.3,1,7,0,5.9,231672
112,105,1,1,1,0,1,0,6.9,1,5,0,2.9,96951
309,309,4,2,1,0,1,1,4.5,1,3,0,5.7,266040
151,151,2,1,0,0,0,1,0.7,0,11,0,3.7,137510
288,280,4,4,1,1,1,1,2.1,0,6,0,3.9,229148
275,238,5,2,1,1,1,1,5.8,0,20,0,2.1,217624
329,312,5,5,1,1,1,1,2.2,1,17,0,3.6,275912
125,112,2,3,0,1,1,0,4.9,1,2,0,5.4,117327
319,280,5,3,1,1,1,0,4.3,1,13,0,2.3,255619
436,386,6,4,1,1,1,1,5.9,1,17,1,0.9,412338
451,448,6,6,1,1,1,1,4.3,1,10,0,0.2,374343
341,306,6,4,1,1,1,1,0.3,1,1,0,6.5,308189
254,249,5,3,1,1,1,1,3.2,1,17,0,5.3,222027
330,310,5,3,1,1,1,1,1.2,1,16,0,1.4,292888
514,497,7,6,1,1,1,1,1.5,1,17,0,0.1,416762
217,212,3,1,0,0,0,1,2.5,0,11,0,4.8,166617
227,196,4,2,0,1,1,1,3.3,1,12,0,0.7,206324
359,325,5,2,1,1,1,0,5.3,1,13,0,2.5,282012
271,238,4,3,1,1,1,1,5.3,0,8,0,0.7,225564
129,123,1,2,1,0,0,0,4.6,0,19,0,6.7,87477
205,185,3,1,1,0,0,1,3.4,1,19,0,1.7,179667
164,148,3,4,0,0,0,0,3.4,0,21,0,1.2,114643
211,194,4,4,1,1,1,1,0.9,0,5,0,3.2,194669
237,219,3,2,1,1,0,1,5.3,0,13,0,4.8,175701
214,207,3,3,1,1,0,1,4.1,0,4,0,2.4,178691
290,264,4,4,1,1,1,0,4.9,1,7,0,0.7,239793
475,416,7,5,1,1,1,1,2.8,1,18,0,4.8,388183
186,169,3,4,1,1,0,0,3.1,1,20,0,6.2,148689
173,161,2,1,0,1,0,0,0.3,1,12,0,6.4,154835
219,208,4,3,1,1,1,1,4.5,1,1,0,2.5,199712
269,240,5,2,1,1,1,0,5.1,1,11,0,6.3,219207
138,131,1,1,0,1,0,0,5.2,0,19,0,1.3,103927
287,282,4,4,1,1,1,1,4.3,1,10,0,3.4,242504
148,130,2,3,0,1,0,0,3.9,0,20,0,4.5,110914
266,240,4,2,1,1,0,1,6.3,1,3,0,3.3,228133
233,214,5,4,1,1,1,1,3.6,1,14,1,3.6,244414
150,129,1,1,0,0,0,1,3.3,1,20,0,1.7,132789
234,222,3,1,0,0,1,0,1.5,1,12,0,6.7,187131
296,255,4,3,1,1,1,1,4.5,0,21,0,0.6,235663
408,371,7,6,1,1,1,1,6.3,1,2,0,0.4,342990
284,246,4,3,1,1,1,1,6.4,1,11,0,6.4,242668
103,101,1,1,0,0,0,0,1.7,0,20,0,5.9,77687
227,226,4,3,1,1,1,1,1.8,1,5,0,5.1,209306
787,689,8,5,1,1,1,1,0.9,1,4,0,4.9,641148
131,120,2,3,1,1,0,0,3.1,1,17,0,3.3,108798
292,262,5,4,1,1,1,1,2.5,1,5,1,6.1,292849
239,207,5,4,1,1,1,1,3.3,1,22,0,5.8,215886
202,196,4,2,1,1,0,1,5.3,1,8,0,1.4,183977
303,263,5,2,1,1,1,1,6.8,1,10,0,6.2,265667
307,293,6,7,0,1,1,1,1.1,0,18,0,0.6,241833
359,317,5,5,1,1,1,1,4.2,1,12,0,3.7,305951
160,147,3,4,1,0,0,0,2.7,1,7,0,3.5,130025
358,316,5,4,1,1,0,1,2.8,1,14,0,1.6,296453
407,396,6,7,1,1,1,1,6.8,1,20,0,3.7,313548
148,131,2,3,0,0,0,1,4.3,1,15,0,6.5,127739
773,760,8,9,1,1,1,1,3.5,1,16,0,6.5,585230
231,224,3,4,0,1,0,0,3.1,0,5,1,1.6,205614
205,202,4,4,1,1,1,0,2.7,0,13,0,1.6,159935
451,417,7,6,1,1,1,1,2.3,1,3,0,0.7,388194
427,397,6,6,1,1,1,1,5.4,1,8,0,0.7,358195
330,312,5,5,1,1,1,1,2.5,0,3,0,3.8,269681
220,192,4,2,1,1,1,1,2.1,0,3,0,2.1,190703
306,269,4,4,1,1,1,1,6.8,0,7,0,1.8,241796
585,584,7,5,1,1,1,1,5.7,1,5,0,5.2,469532
106,96,1,2,1,1,0,0,5.8,0,8,0,3.5,85974
413,394,7,6,1,1,1,1,1.5,1,16,0,0.8,337652
163,141,2,2,1,1,1,0,6.6,0,15,0,6.2,124512
185,158,3,1,0,1,0,1,3.1,1,15,0,3.9,164665
209,198,3,4,0,1,0,1,1.9,1,3,0,4.4,187274
465,429,7,8,1,1,1,1,6.7,1,21,1,6.4,413260
302,299,4,5,1,1,0,1,0.8,0,9,0,3.4,250780
200,196,3,4,0,0,0,0,3.5,0,1,0,3.1,144503
248,231,4,2,0,1,1,1,3.8,1,22,0,2.5,210156
159,141,3,4,1,0,0,0,1.9,1,10,0,4.1,133816
314,306,5,4,1,1,1,1,1.3,0,22,0,1.3,252076
243,207,5,3,1,1,1,0,1.6,1,15,1,6.2,238799
344,328,5,5,1,1,1,1,5.2,1,7,0,2.5,288138
222,208,4,3,1,1,0,1,5.1,1,17,0,6.1,187294
308,292,4,5,1,1,1,1,1.7,0,6,0,6.4,238781
322,289,6,4,1,1,1,1,1.8,1,7,0,3.9,280584
506,459,7,7,1,1,1,1,3.5,1,8,0,1.5,422979
297,262,4,2,0,1,1,1,3.7,1,16,0,3.1,254470
289,251,4,2,0,1,1,1,1.8,1,16,0,3.6,249343
132,116,1,1,1,1,0,0,4.5,0,4,0,5.8,102343
296,290,4,4,1,1,1,1,5.6,1,3,0,3.8,262842
103,98,1,1,0,0,0,0,6.1,0,16,0,2.4,70485
254,235,4,4,1,1,1,1,4.7,1,2,0,2.7,236538
179,154,3,1,1,1,0,0,1.1,0,13,0,6.2,139186
353,344,5,5,1,1,1,1,4.8,1,9,0,6.3,294517
159,146,2,2,0,0,1,0,1.6,0,6,0,4.1,128175
227,225,3,1,0,0,0,0,2.5,1,8,0,3.5,173063
221,214,4,4,0,1,1,1,3.9,1,16,0,0.1,199165
164,142,3,4,1,1,1,0,0.1,0,10,0,0.1,163952
164,160,3,2,0,0,0,1,5.1,0,12,0,3.3,127664
275,264,4,2,1,1,1,1,3.6,0,7,0,5.7,221011
348,330,5,4,1,1,1,1,4.8,0,13,0,2.7,260047
157,150,3,4,1,1,0,1,5.1,0,11,0,6.2,128447
195,187,4,3,1,1,1,1,4.7,1,18,1,3.4,196721
167,161,2,2,1,1,0,0,0.7,1,7,0,1.7,158545
199,174,4,3,1,1,1,1,4.7,1,4,0,5.6,196712
199,187,3,2,0,0,1,0,6.7,1,5,0,0.5,159801
106,95,1,1,1,1,1,0,5.2,0,20,0,1.1,93268
253,231,5,4,1,1,1,0,2.7,1,5,1,6.5,244656
472,434,7,7,1,1,1,1,4.3,1,13,1,3.4,430465
199,174,4,5,1,1,1,1,4.5,0,22,0,3.3,166364
335,306,5,5,1,1,1,1,5.3,1,7,0,1.7,290359
149,130,1,1,0,0,0,0,5.9,0,19,0,2.7,96333
141,131,1,2,1,1,0,0,1.7,0,5,0,6.5,118873
190,186,3,3,0,0,0,0,4.7,0,12,1,1.9,154754
125,115,1,2,1,0,1,0,0.7,0,22,0,2.6,110041
164,142,2,1,0,1,0,1,0.3,1,4,0,5.4,164182
433,387,6,4,1,1,1,1,5.4,1,19,0,3.5,338604
408,369,6,4,1,1,1,1,4.2,1,11,0,6.1,338242
218,198,3,3,1,1,0,1,3.1,1,6,0,2.9,197631
124,122,2,1,0,0,1,0,1.6,0,13,0,6.2,92529
305,265,4,3,1,1,1,1,4.2,1,3,0,3.7,269919
253,232,4,4,1,1,1,1,0.9,1,13,0,3.4,236694
319,310,5,3,1,1,1,1,1.8,1,14,0,0.7,281144
349,326,5,4,1,1,1,0,2.1,1,6,0,0.7,290645
467,427,6,7,1,1,1,1,3.7,1,7,0,0.6,396656
274,247,4,5,1,1,1,0,6.6,0,13,1,5.2,228545
429,401,6,4,1,1,1,1,2.3,1,14,1,6.9,394665
248,247,4,4,1,1,0,1,0.3,1,22,0,4.7,226745
271,232,4,4,1,1,1,1,2.5,1,14,0,3.9,246044
424,403,6,5,1,1,1,1,4.1,1,22,0,6.4,336293
233,213,3,1,1,1,0,0,5.6,0,19,0,3.3,165117
243,243,4,4,1,1,1,1,2.2,1,18,1,0.4,250291
248,234,4,4,1,1,1,1,5.4,1,5,0,0.3,222251
261,226,4,2,1,1,1,1,5.1,0,12,0,6.8,207694
128,118,2,1,0,1,1,0,2.5,1,15,0,6.1,112605
278,246,4,2,1,1,1,1,0.5,1,6,0,3.2,252441
290,253,4,2,1,1,1,1,0.7,1,14,0,0.8,269251
355,351,5,3,1,0,1,1,5.3,1,11,0,6.9,283472
170,165,3,3,1,0,0,0,4.6,0,21,0,3.3,117969
114,107,1,1,0,1,0,1,6.6,0,4,0,6.1,100896
184,159,3,3,1,1,0,1,2.3,1,22,0,6.3,160087
202,202,4,4,1,0,1,1,2.4,1,3,0,4.2,184350
328,314,5,3,0,1,1,1,2.1,1,15,0,3.5,275799
244,242,5,2,1,1,1,1,6.2,1,9,0,6.6,206794
363,361,6,4,1,1,1,1,6.5,1,17,0,2.2,296652
183,165,2,3,0,1,1,0,0.1,0,16,0,1.8,158599
195,195,4,3,1,0,1,1,5.2,1,18,0,0.1,174746
316,309,5,5,0,1,1,1,3.9,1,1,0,0.7,283682
157,138,3,2,1,0,0,0,3.6,0,20,0,4.8,109592
256,254,4,4,1,1,1,1,4.8,0,17,0,0.7,201471
267,267,4,5,1,1,1,1,3.5,1,9,0,3.6,239170
208,183,3,2,0,1,1,0,5.7,0,3,0,1.4,164094
141,136,2,1,1,0,0,1,2.6,0,17,0,6.4,118421
215,187,4,2,0,1,1,1,2.2,1,11,0,0.2,209606
147,140,2,1,1,1,1,0,0.8,0,6,0,3.2,131326
194,166,4,5,1,1,0,1,3.5,1,20,0,4.1,171307
124,118,1,1,0,0,0,0,2.1,0,8,0,3.4,92126
303,281,4,4,1,1,1,1,4.3,1,16,0,3.4,260024
247,237,5,3,0,1,1,1,6.7,1,2,0,3.4,214216
125,112,2,3,0,0,0,1,5.2,0,6,0,5.6,101125
316,276,5,4,1,1,1,1,2.2,1,22,0,6.3,261537
299,271,5,4,1,1,1,1,1.5,1,13,0,6.8,264213
324,314,6,6,1,1,1,1,6.9,1,7,0,5.1,273673
251,231,4,4,1,1,1,1,6.8,1,21,0,6.9,209231
356,329,5,3,1,1,0,1,0.8,1,13,0,1.6,302812
159,145,3,1,1,1,0,0,5.7,0,10,0,2.3,117131
150,132,3,1,1,0,1,0,2.3,1,15,0,3.4,131635
268,268,4,2,1,1,1,1,3.3,0,1,0,2.8,225289
202,194,4,5,1,1,0,1,3.9,0,5,0,6.8,167272
148,133,2,3,1,1,0,1,1.9,0,14,0,0.3,143631
316,270,6,4,1,1,1,1,0.1,1,20,0,2.5,293071
204,196,3,4,1,1,0,0,4.7,0,13,0,1.8,155924
273,247,4,3,1,1,1,1,3.5,1,3,0,2.9,252889
253,236,4,4,0,1,0,1,6.3,1,13,0,5.5,207160
114,99,1,2,1,1,1,0,1.1,0,14,0,5.2,108888
426,376,7,8,1,1,1,1,1.4,1,14,0,2.8,353554
158,146,2,2,1,1,0,0,3.7,1,9,0,6.1,131450
278,247,4,5,1,1,1,1,5.6,0,20,0,2.8,217093
218,188,3,2,0,1,0,0,3.1,0,15,0,2.3,155017
157,135,3,2,1,0,0,0,5.5,0,16,0,5.8,104909
346,332,5,2,1,1,0,0,5.9,1,2,0,1.2,283298
184,165,3,1,1,0,0,0,0.4,1,19,0,0.4,167688
306,300,4,4,1,1,1,1,3.5,1,17,0,6.1,250695
263,229,4,4,1,1,1,1,2.9,1,20,0,3.9,233588
415,415,6,5,1,1,1,1,6.2,1,21,0,6.1,316375
187,178,2,3,0,0,0,1,2.1,0,12,0,6.8,143888
360,357,5,5,1,0,1,1,5.6,1,22,0,5.4,285993
145,129,2,3,0,0,0,0,6.1,0,10,0,5.1,98152
482,452,8,9,1,1,1,1,0.4,1,15,0,6.5,416759
238,219,3,3,0,1,0,1,4.6,1,8,0,3.1,202128
176,163,2,2,0,1,1,0,1.8,1,2,0,0.8,167952
163,154,2,1,0,0,0,0,1.7,0,11,0,5.5,119399
271,245,4,2,1,1,1,0,2.1,1,15,0,5.9,221692
164,140,2,2,0,1,0,0,5.5,1,12,0,3.3,131158
245,214,4,4,1,1,1,1,3.8,0,7,0,5.7,203594
314,299,5,5,1,1,1,1,6.3,1,1,0,5.7,269878
159,146,2,2,1,0,0,0,4.3,0,17,0,0.1,117231
264,237,5,4,1,1,0,1,6.4,1,16,0,5.1,220490
319,291,5,3,1,1,1,1,0.2,1,6,0,0.9,298858
238,222,3,1,1,1,1,0,4.9,1,7,0,1.5,207542
310,300,4,5,1,1,1,1,5.5,0,7,0,6.9,238481
135,121,2,1,0,0,0,0,1.7,0,17,0,4.2,99606
233,227,3,3,0,0,1,0,1.8,0,19,0,1.8,169498
207,181,4,2,1,1,1,1,6.2,1,13,0,1.8,189904
248,241,4,2,1,1,1,1,4.8,0,11,0,2.2,200068
310,274,5,4,0,1,1,1,1.4,1,19,0,2.8,266875
302,282,4,2,1,1,1,1,2.6,0,9,0,1.6,241215
547,545,7,5,1,1,1,1,1.5,1,3,0,1.1,461905
116,100,1,2,1,1,0,0,0.6,0,9,0,6.7,104069
192,173,4,2,1,1,0,1,0.4,1,14,0,6.9,180085
298,294,4,2,1,1,0,1,2.6,1,9,0,2.9,265404
155,146,3,4,1,1,0,0,5.9,0,16,0,2.3,117127
319,277,5,2,1,1,1,1,0.3,1,11,0,6.1,288949
175,157,2,2,0,1,0,1,1.7,0,4,0,5.3,149579
144,123,2,1,0,1,1,0,3.8,1,13,0,2.9,131147
284,253,4,4,1,1,1,1,4.2,1,16,0,2.8,249066
184,177,2,2,1,0,1,0,0.1,0,11,0,6.8,150886
536,514,7,7,1,1,1,1,5.9,1,3,0,6.6,428809
209,191,3,4,1,1,0,1,3.2,0,4,0,1.8,181197
182,161,3,3,0,0,0,0,5.8,0,4,0,4.6,121147
319,292,5,3,0,1,1,1,5.9,1,17,0,5.1,261060
136,117,1,1,1,0,0,0,3.2,0,19,0,2.4,96499
241,208,5,4,1,1,1,1,4.5,0,18,0,6.9,195652
308,289,4,5,1,1,1,1,3.8,1,16,0,3.6,259197
343,312,6,5,1,1,1,1,4.9,1,12,0,1.6,287711
228,194,3,4,1,1,0,0,0.6,1,16,0,0.6,191691
274,249,4,5,0,1,0,1,6.3,1,14,0,5.5,228257
304,283,4,4,1,1,1,1,5.3,1,6,0,3.4,259980
224,212,4,2,1,1,1,1,1.6,0,8,0,0.3,202338
194,172,3,1,1,1,1,0,5.5,1,6,0,0.7,174310
126,115,2,2,0,0,0,1,5.5,0,19,0,5.1,98494
216,211,4,5,1,0,1,1,1.9,1,13,0,4.4,193152
358,351,5,5,1,1,1,1,1.6,0,6,0,4.8,284601
275,248,4,3,1,1,1,0,0.1,1,14,0,6.2,243265
443,420,6,5,1,1,1,1,1.2,1,11,0,2.8,379907
146,138,1,2,0,1,0,1,5.4,0,14,0,2.7,121206
313,276,5,4,1,1,1,1,1.7,1,6,0,0.8,283142
172,153,3,2,1,1,1,0,0.4,1,20,0,1.8,168716
303,281,4,4,1,1,1,1,1.7,1,21,0,5.6,254573
285,251,4,5,1,1,1,1,2.4,1,4,0,0.5,267287
435,393,7,7,1,1,1,1,0.1,1,18,0,1.6,380736
149,146,2,3,1,0,0,0,2.5,0,5,0,1.8,117331
181,157,3,4,0,0,0,0,5.9,0,3,0,4.8,125451
160,150,3,4,1,1,1,0,0.4,0,19,0,2.3,145613
203,185,3,2,0,0,0,1,1.9,1,7,0,0.2,188436
278,275,4,3,1,1,1,1,5.2,1,6,0,0.3,249847
360,331,5,5,1,1,1,1,5.4,1,10,0,6.8,298292
228,202,4,4,1,1,1,1,4.2,1,11,1,2.3,236436
241,206,5,5,0,1,1,1,5.1,1,14,0,6.7,218191
244,212,5,2,1,1,1,1,4.4,1,16,0,2.1,221952
276,273,5,5,1,0,1,1,2.7,1,5,0,2.2,236106
190,188,3,2,1,0,0,0,2.7,0,4,0,4.1,147304
136,133,2,1,1,0,0,0,1.6,0,5,0,1.2,113744
109,108,1,2,1,0,0,0,0.8,0,1,0,2.5,93874
147,139,1,1,0,0,0,0,5.6,0,19,0,4.8,93328
107,97,1,1,1,0,0,0,5.1,1,8,0,1.4,87858
114,109,1,1,1,0,0,0,0.9,0,22,0,4.9,88749
310,281,4,5,1,1,1,0,3.8,0,16,0,6.7,220341
325,295,5,5,1,1,1,1,3.6,1,10,0,1.2,281070
204,186,4,3,1,1,1,1,1.3,0,10,0,0.7,184536
177,170,3,3,1,0,0,0,2.3,0,13,0,5.3,129613
230,197,4,4,1,1,1,1,3.8,1,12,0,3.7,219863
234,226,3,1,1,0,0,0,4.4,0,14,0,2.8,160721
268,256,4,5,1,1,1,1,0.5,1,10,0,6.4,239146
231,198,4,5,1,1,1,1,0.1,1,19,0,3.5,226610
234,225,4,2,1,1,1,1,6.9,1,1,0,6.9,204259
126,118,1,1,0,1,0,0,5.1,0,9,0,1.1,96243
198,179,3,1,1,1,0,0,3.5,0,15,0,2.9,144094
209,195,4,3,1,1,0,0,4.9,1,21,0,4.9,162982
254,239,4,3,1,1,1,0,1.9,0,2,0,6.2,197497
321,295,5,3,1,1,1,1,1.6,1,20,0,4.5,270720
453,387,7,6,1,1,1,1,0.1,1,17,1,3.8,428768
111,95,1,2,0,0,0,0,5.3,0,19,0,6.8,70820
224,195,3,1,1,1,0,0,6.2,0,22,0,4.4,148337
219,211,3,1,0,1,0,1,3.6,0,16,0,5.3,171019
122,111,2,3,0,1,0,0,4.9,0,4,0,5.2,94321
230,208,3,3,0,1,0,0,3.2,0,21,0,1.8,157178
279,264,4,3,1,1,1,0,4.3,1,22,0,6.6,214658
264,261,5,5,1,0,1,1,4.9,0,15,0,0.2,208346
295,262,4,4,1,1,1,1,0.4,1,17,0,0.4,284183
267,228,4,3,1,1,1,1,1.3,0,14,0,5.2,224251
278,274,5,4,1,1,1,1,4.5,1,13,0,3.7,238482
155,153,2,3,0,0,0,1,3.4,0,20,0,1.9,126843
159,156,3,1,1,0,0,0,2.2,1,15,0,5.7,126691
228,197,4,5,1,1,0,1,3.4,1,15,0,2.5,196883
183,182,3,3,1,0,0,1,0.4,1,11,0,2.4,176310
217,188,3,1,1,0,0,1,3.9,0,20,0,1.5,169170
253,252,5,2,1,1,1,1,1.6,1,15,0,6.5,220985
167,161,3,1,1,0,0,1,0.7,0,1,0,0.6,162083
175,168,3,3,1,1,0,1,0.6,1,1,0,0.8,186446
215,210,4,5,1,1,1,1,2.6,1,17,1,0.5,224435
304,301,5,4,1,1,1,1,1.8,1,18,0,3.1,263939
155,147,3,3,0,0,0,0,1.3,0,16,0,5.6,112456
177,165,3,4,0,0,0,1,2.9,0,13,0,1.7,140850
204,179,4,2,1,1,0,1,0.7,0,10,0,5.6,175217
303,303,4,5,1,0,1,1,0.8,1,11,1,1.1,302393
316,307,5,3,1,1,1,1,5.7,1,21,0,4.5,257407
337,313,5,3,1,1,1,0,2.8,0,4,0,4.2,251580
340,338,5,3,1,0,1,0,3.7,1,18,0,3.9,255991
223,214,3,3,0,1,0,1,3.7,0,14,0,2.2,178836
109,108,1,1,1,0,0,0,6.4,0,2,0,1.4,85543
267,259,4,4,0,1,1,1,3.1,1,11,1,4.9,266360
131,124,1,1,0,1,0,0,0.6,0,13,0,1.5,113175
101,87,1,1,1,0,0,0,1.2,0,8,0,3.1,83470
232,200,3,3,0,0,0,0,5.7,0,4,0,1.6,158433
224,191,4,4,1,1,1,1,5.6,1,13,0,4.1,201862
100,87,1,1,1,1,1,0,0.2,0,20,0,4.7,106699
285,275,4,5,1,1,1,1,5.7,1,20,0,6.6,232610
157,152,2,2,0,0,0,0,6.9,0,15,0,1.5,105420
342,301,5,2,0,1,1,0,0.4,1,9,0,5.5,286015
145,145,2,2,0,0,0,0,1.5,1,20,0,1.4,118161
137,129,2,2,0,1,1,0,6.9,0,17,0,3.8,103317
223,190,3,1,1,0,0,0,0.2,0,8,0,2.5,169386
217,210,3,1,1,1,0,0,3.4,1,18,0,3.3,170992
178,168,2,2,1,1,0,1,5.5,0,9,0,0.1,155190
199,177,4,2,0,1,1,0,0.6,1,10,0,2.9,181850
209,199,3,1,0,1,1,0,4.4,1,12,0,1.1,174538
281,255,5,2,0,1,1,1,5.4,0,22,0,4.4,213774
159,156,3,1,0,0,0,0,0.1,0,16,0,1.6,126607
238,204,3,2,1,1,0,0,3.4,0,17,0,3.3,162279
235,206,5,5,1,1,1,1,5.5,1,20,0,5.4,205953
153,135,3,2,0,1,0,0,1.7,1,12,0,3.8,133582
135,126,1,2,1,1,0,1,2.5,0,1,0,0.8,135924
148,144,2,3,0,0,0,0,0.7,0,12,0,4.1,115013
183,166,3,2,1,1,1,0,0.2,1,6,0,3.7,182576
258,245,4,4,1,1,1,1,4.6,1,8,0,5.6,231432
153,140,2,1,1,1,1,0,2.4,0,4,0,4.9,135765
211,206,3,4,0,0,1,0,2.3,0,18,0,1.3,152517
283,280,4,3,1,0,1,0,0.6,1,8,0,4.9,237546
212,196,4,2,0,1,1,1,0.3,1,7,0,3.3,212981
311,299,5,5,1,1,1,1,2.9,1,16,0,1.2,266422
120,119,1,1,0,0,0,0,4.1,0,2,0,2.3,90389
299,288,4,5,1,1,1,1,2.5,1,16,0,4.8,257436
240,220,3,1,1,1,0,1,4.9,1,10,0,3.4,205220
311,303,5,3,1,1,1,1,0.9,1,3,1,5.7,322702
219,191,4,2,1,1,0,1,0.7,1,20,0,0.7,205590
308,270,6,4,1,1,1,1,3.2,1,21,0,3.6,259652
188,185,2,3,1,0,0,1,6.5,0,13,0,0.1,150206
165,154,2,1,0,1,0,1,0.8,0,9,0,4.1,149991
257,228,5,3,1,1,1,1,6.8,1,19,0,6.5,218146
328,321,6,6,1,1,1,1,1.3,1,20,0,5.2,279950
119,119,1,1,1,0,0,0,5.1,0,8,0,3.4,83154
194,185,3,3,1,1,0,0,0.7,0,19,0,0.8,158422
301,274,5,5,1,1,1,1,6.1,0,5,0,2.4,236278
291,287,4,3,1,1,1,1,4.8,1,4,0,2.7,254022
263,263,4,5,1,0,1,1,4.4,1,10,0,0.1,226379
192,168,3,2,1,1,0,0,3.3,1,4,0,6.7,157311
224,220,4,2,1,0,1,1,3.2,1,21,0,5.4,183461
296,284,5,2,1,1,1,1,3.1,1,22,0,1.9,249398
221,202,4,4,0,1,1,1,2.3,0,19,0,1.8,181193
288,274,5,5,1,1,1,1,3.5,1,20,0,5.1,242960
121,120,1,1,0,0,0,0,2.5,0,14,0,3.7,89545
238,237,4,2,1,1,1,0,2.8,0,11,0,2.1,178210
239,206,3,1,1,1,1,0,3.9,0,14,0,4.2,185479
224,207,3,1,0,0,0,0,6.1,0,10,0,2.7,154488
235,221,5,5,1,1,1,1,3.1,1,12,0,1.9,221524
209,202,3,3,1,1,0,1,4.9,1,2,0,1.9,193269
215,205,3,4,0,0,1,0,1.1,0,18,0,2.3,158508
246,217,5,5,1,1,1,0,4.3,1,5,0,0.3,218553
298,272,4,3,0,1,1,1,6.7,1,4,0,0.1,258006
268,229,5,5,1,1,1,1,5.3,1,13,0,5.6,230349
257,240,5,2,0,1,1,0,3.9,1,19,0,2.5,203383
306,271,6,5,1,1,1,1,6.3,1,13,0,3.2,263050
162,143,3,2,0,0,0,1,4.7,1,7,0,2.8,141192
293,283,4,3,1,1,1,1,4.2,1,19,0,3.8,248973
470,425,7,8,1,1,1,1,1.1,1,10,0,5.7,390729
258,238,4,3,1,1,1,1,2.8,0,4,0,4.9,210636
112,111,1,2,0,0,0,0,3.7,0,6,0,4.8,84641
153,138,2,1,0,1,0,0,3.5,0,10,0,2.3,119536
169,160,3,4,1,1,0,0,5.3,1,17,0,6.8,132061
276,258,5,4,1,1,1,1,5.5,0,14,0,2.5,215271
253,216,4,4,1,1,1,1,4.3,1,8,0,5.2,235206
293,261,5,5,1,1,1,1,5.5,0,9,0,1.5,232954
337,332,5,3,1,1,1,1,0.4,1,18,0,5.3,292498
163,161,3,2,1,0,0,1,6.8,0,6,0,4.7,130516
100,97,1,1,0,0,0,1,3.4,0,21,1,2.3,101989
217,189,4,2,1,1,1,0,6.2,1,5,0,0.6,188360
132,128,2,3,0,0,0,1,1.6,1,13,0,0.9,135253
294,261,5,2,1,1,1,1,1.1,0,10,0,4.8,243770
228,200,4,2,1,1,1,0,2.1,1,15,0,3.6,192805
232,221,5,5,1,1,1,1,5.1,1,9,1,5.1,228305
122,112,2,3,0,0,0,0,5.5,1,15,0,6.4,92244
305,298,5,5,1,1,1,1,3.6,1,13,0,6.4,254594
218,209,4,4,1,1,0,1,4.5,1,14,0,4.9,185663
465,401,7,8,1,1,1,1,1.7,1,20,0,2.2,382381
189,167,2,2,0,1,0,0,5.6,0,22,0,3.9,127896
300,261,4,3,1,1,1,1,1.6,1,20,0,3.6,268044
206,186,3,2,1,1,0,1,4.5,0,2,0,5.1,170323
331,316,5,5,1,1,0,0,3.9,1,8,0,6.9,253175
190,165,2,3,1,1,0,1,6.1,0,1,0,1.7,154843
273,244,4,2,1,1,1,1,6.8,1,18,0,1.7,233310
255,236,5,4,1,1,1,1,4.6,1,10,0,6.2,219101
129,116,2,3,0,1,0,1,5.2,0,17,0,5.2,107054
259,254,5,5,1,0,1,1,0.2,1,14,0,6.3,237672
489,486,7,4,1,1,1,1,6.6,1,3,0,2.7,397550
341,299,6,7,1,1,1,1,4.3,1,16,0,4.2,290348
306,263,4,5,1,1,1,1,5.3,0,22,0,3.2,232142
276,248,4,2,1,1,1,1,0.4,1,19,0,2.7,255870
371,336,6,4,1,1,1,1,3.1,1,1,0,3.4,325986
