land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school_km,wall_fence,house_age_or_renovated,water_front,distance_to_supermarket_km,property_value
413,394,7,6.0,1,1,1,1,1.5,1,16,0,0.8,337652.0
163,141,2,2.0,1,1,1,0,6.6,0,15,0,6.2,124512.0
185,158,3,1.0,0,1,0,1,3.1,1,15,0,3.9,164665.0
209,198,3,4.0,0,1,0,1,1.9,1,3,0,4.4,187274.0
465,429,7,8.0,1,1,1,1,6.7,1,21,1,6.4,413260.0
302,299,4,5.0,1,1,0,1,0.8,0,9,0,3.4,250780.0
200,196,3,4.0,0,0,0,0,3.5,0,1,0,3.1,144503.0
248,231,4,2.0,0,1,1,1,3.8,1,22,0,2.5,210156.0
159,141,3,4.0,1,0,0,0,1.9,1,10,0,,133816.0
314,306,5,4.0,1,1,1,1,1.3,0,22,0,1.3,252076.0
243,207,5,3.0,1,1,1,0,1.6,1,15,1,,238799.0
344,328,5,5.0,1,1,1,1,5.2,1,7,0,2.5,288138.0
222,208,4,3.0,1,1,0,1,5.1,1,17,0,6.1,187294.0
308,292,4,5.0,1,1,1,1,1.7,0,6,0,6.4,
322,289,6,4.0,1,1,1,1,1.8,1,7,0,3.9,280584.0
506,459,7,7.0,1,1,1,1,3.5,1,8,0,1.5,422979.0
297,262,4,2.0,0,1,1,1,3.7,1,16,0,3.1,254470.0
289,251,4,2.0,0,1,1,1,1.8,1,16,0,3.6,249343.0
132,116,1,1.0,1,1,0,0,4.5,0,4,0,5.8,102343.0
296,290,4,4.0,1,1,1,1,5.6,1,3,0,3.8,262842.0
103,98,1,1.0,0,0,0,0,6.1,0,16,0,,70485.0
254,235,4,4.0,1,1,1,1,4.7,1,2,0,2.7,236538.0
179,154,3,1.0,1,1,0,0,1.1,0,13,0,,139186.0
353,344,5,5.0,1,1,1,1,4.8,1,9,0,6.3,294517.0
159,146,2,2.0,0,0,1,0,1.6,0,6,0,,128175.0
227,225,3,1.0,0,0,0,0,2.5,1,8,0,3.5,173063.0
221,214,4,4.0,0,1,1,1,3.9,1,16,0,0.1,199165.0
164,142,3,4.0,1,1,1,0,0.1,0,10,0,0.1,163952.0
164,160,3,2.0,0,0,0,1,5.1,0,12,0,3.3,127664.0
275,264,4,2.0,1,1,1,1,3.6,0,7,0,5.7,221011.0
348,330,5,4.0,1,1,1,1,4.8,0,13,0,2.7,260047.0
157,150,3,4.0,1,1,0,1,5.1,0,11,0,6.2,128447.0
195,187,4,3.0,1,1,1,1,4.7,1,18,1,3.4,196721.0
167,161,2,2.0,1,1,0,0,0.7,1,7,0,1.7,158545.0
199,174,4,3.0,1,1,1,1,4.7,1,4,0,,196712.0
199,187,3,2.0,0,0,1,0,6.7,1,5,0,0.5,159801.0
106,95,1,1.0,1,1,1,0,5.2,0,20,0,1.1,93268.0
253,231,5,4.0,1,1,1,0,2.7,1,5,1,6.5,244656.0
472,434,7,7.0,1,1,1,1,4.3,1,13,1,3.4,430465.0
199,174,4,5.0,1,1,1,1,4.5,0,22,0,3.3,166364.0
335,306,5,5.0,1,1,1,1,5.3,1,7,0,1.7,290359.0
149,130,1,1.0,0,0,0,0,5.9,0,19,0,2.7,96333.0
141,131,1,2.0,1,1,0,0,1.7,0,5,0,6.5,
190,186,3,3.0,0,0,0,0,4.7,0,12,1,1.9,154754.0
125,115,1,2.0,1,0,1,0,0.7,0,22,0,2.6,110041.0
164,142,2,1.0,0,1,0,1,0.3,1,4,0,5.4,164182.0
433,387,6,4.0,1,1,1,1,5.4,1,19,0,3.5,338604.0
408,369,6,4.0,1,1,1,1,4.2,1,11,0,6.1,338242.0
218,198,3,3.0,1,1,0,1,3.1,1,6,0,2.9,197631.0
124,122,2,1.0,0,0,1,0,1.6,0,13,0,6.2,92529.0
305,265,4,3.0,1,1,1,1,4.2,1,3,0,3.7,269919.0
253,232,4,4.0,1,1,1,1,0.9,1,13,0,,236694.0
319,310,5,3.0,1,1,1,1,1.8,1,14,0,0.7,281144.0
349,326,5,4.0,1,1,1,0,2.1,1,6,0,0.7,290645.0
467,427,6,7.0,1,1,1,1,3.7,1,7,0,0.6,396656.0
274,247,4,5.0,1,1,1,0,6.6,0,13,1,5.2,228545.0
429,401,6,4.0,1,1,1,1,2.3,1,14,1,6.9,394665.0
248,247,4,4.0,1,1,0,1,0.3,1,22,0,4.7,226745.0
271,232,4,4.0,1,1,1,1,2.5,1,14,0,3.9,246044.0
424,403,6,5.0,1,1,1,1,4.1,1,22,0,6.4,336293.0
233,213,3,1.0,1,1,0,0,5.6,0,19,0,3.3,165117.0
243,243,4,,1,1,1,1,2.2,1,18,1,0.4,250291.0
248,234,4,4.0,1,1,1,1,5.4,1,5,0,0.3,222251.0
261,226,4,2.0,1,1,1,1,5.1,0,12,0,6.8,207694.0
128,118,2,1.0,0,1,1,0,2.5,1,15,0,6.1,112605.0
278,246,4,2.0,1,1,1,1,0.5,1,6,0,3.2,252441.0
290,253,4,2.0,1,1,1,1,0.7,1,14,0,0.8,269251.0
355,351,5,3.0,1,0,1,1,5.3,1,11,0,6.9,283472.0
170,165,3,3.0,1,0,0,0,4.6,0,21,0,3.3,117969.0
114,107,1,1.0,0,1,0,1,6.6,0,4,0,6.1,100896.0
184,159,3,3.0,1,1,0,1,2.3,1,22,0,6.3,160087.0
202,202,4,4.0,1,0,1,1,2.4,1,3,0,4.2,184350.0
328,314,5,3.0,0,1,1,1,2.1,1,15,0,3.5,275799.0
244,242,5,2.0,1,1,1,1,6.2,1,9,0,6.6,206794.0
363,361,6,4.0,1,1,1,1,6.5,1,17,0,2.2,296652.0
183,165,2,3.0,0,1,1,0,0.1,0,16,0,1.8,158599.0
195,195,4,3.0,1,0,1,1,5.2,1,18,0,0.1,174746.0
316,309,5,5.0,0,1,1,1,3.9,1,1,0,0.7,283682.0
157,138,3,2.0,1,0,0,0,3.6,0,20,0,4.8,109592.0
256,254,4,,1,1,1,1,4.8,0,17,0,0.7,201471.0
267,267,4,5.0,1,1,1,1,3.5,1,9,0,3.6,239170.0
208,183,3,2.0,0,1,1,0,5.7,0,3,0,,164094.0
141,136,2,1.0,1,0,0,1,2.6,0,17,0,6.4,118421.0
215,187,4,2.0,0,1,1,1,2.2,1,11,0,0.2,209606.0
147,140,2,1.0,1,1,1,0,0.8,0,6,0,3.2,131326.0
194,166,4,5.0,1,1,0,1,3.5,1,20,0,4.1,171307.0
124,118,1,1.0,0,0,0,0,2.1,0,8,0,3.4,92126.0
303,281,4,4.0,1,1,1,1,4.3,1,16,0,,260024.0
247,237,5,3.0,0,1,1,1,6.7,1,2,0,3.4,214216.0
125,112,2,3.0,0,0,0,1,5.2,0,6,0,5.6,101125.0
316,276,5,4.0,1,1,1,1,2.2,1,22,0,6.3,261537.0
299,271,5,4.0,1,1,1,1,1.5,1,13,0,6.8,264213.0
324,314,6,6.0,1,1,1,1,6.9,1,7,0,5.1,273673.0
251,231,4,4.0,1,1,1,1,6.8,1,21,0,6.9,209231.0
356,329,5,3.0,1,1,0,1,0.8,1,13,0,1.6,302812.0
159,145,3,1.0,1,1,0,0,5.7,0,10,0,2.3,117131.0
150,132,3,1.0,1,0,1,0,2.3,1,15,0,3.4,131635.0
268,268,4,2.0,1,1,1,1,3.3,0,1,0,2.8,225289.0
202,194,4,5.0,1,1,0,1,3.9,0,5,0,6.8,167272.0
148,133,2,3.0,1,1,0,1,1.9,0,14,0,0.3,143631.0
316,270,6,4.0,1,1,1,1,0.1,1,20,0,2.5,293071.0
204,196,3,4.0,1,1,0,0,4.7,0,13,0,1.8,155924.0
273,247,4,3.0,1,1,1,1,3.5,1,3,0,2.9,252889.0
253,236,4,4.0,0,1,0,1,6.3,1,13,0,5.5,207160.0
114,99,1,2.0,1,1,1,0,1.1,0,14,0,5.2,108888.0
426,376,7,8.0,1,1,1,1,1.4,1,14,0,2.8,353554.0
158,146,2,2.0,1,1,0,0,3.7,1,9,0,,131450.0
278,247,4,5.0,1,1,1,1,5.6,0,20,0,2.8,217093.0
218,188,3,2.0,0,1,0,0,3.1,0,15,0,2.3,155017.0
157,135,3,2.0,1,0,0,0,5.5,0,16,0,5.8,104909.0
346,332,5,2.0,1,1,0,0,5.9,1,2,0,1.2,283298.0
184,165,3,1.0,1,0,0,0,0.4,1,19,0,0.4,167688.0
306,300,4,4.0,1,1,1,1,3.5,1,17,0,6.1,250695.0
263,229,4,4.0,1,1,1,1,2.9,1,20,0,3.9,233588.0
415,415,6,5.0,1,1,1,1,6.2,1,21,0,6.1,316375.0
187,178,2,3.0,0,0,0,1,2.1,0,12,0,6.8,143888.0
360,357,5,5.0,1,0,1,1,5.6,1,22,0,5.4,285993.0
145,129,2,,0,0,0,0,6.1,0,10,0,5.1,98152.0
482,452,8,9.0,1,1,1,1,0.4,1,15,0,6.5,416759.0
238,219,3,3.0,0,1,0,1,4.6,1,8,0,3.1,202128.0
176,163,2,2.0,0,1,1,0,1.8,1,2,0,0.8,167952.0
163,154,2,1.0,0,0,0,0,1.7,0,11,0,5.5,119399.0
271,245,4,2.0,1,1,1,0,2.1,1,15,0,5.9,221692.0
164,140,2,2.0,0,1,0,0,5.5,1,12,0,3.3,131158.0
245,214,4,4.0,1,1,1,1,3.8,0,7,0,5.7,203594.0
314,299,5,5.0,1,1,1,1,6.3,1,1,0,5.7,269878.0
159,146,2,2.0,1,0,0,0,4.3,0,17,0,0.1,117231.0
264,237,5,,1,1,0,1,6.4,1,16,0,5.1,220490.0
319,291,5,,1,1,1,1,0.2,1,6,0,0.9,298858.0
238,222,3,1.0,1,1,1,0,4.9,1,7,0,1.5,207542.0
310,300,4,5.0,1,1,1,1,5.5,0,7,0,6.9,238481.0
135,121,2,1.0,0,0,0,0,1.7,0,17,0,4.2,99606.0
233,227,3,3.0,0,0,1,0,1.8,0,19,0,,169498.0
207,181,4,2.0,1,1,1,1,6.2,1,13,0,1.8,189904.0
248,241,4,2.0,1,1,1,1,4.8,0,11,0,2.2,200068.0
310,274,5,4.0,0,1,1,1,1.4,1,19,0,2.8,266875.0
302,282,4,2.0,1,1,1,1,2.6,0,9,0,1.6,241215.0
547,545,7,5.0,1,1,1,1,1.5,1,3,0,1.1,461905.0
116,100,1,2.0,1,1,0,0,0.6,0,9,0,6.7,104069.0
192,173,4,2.0,1,1,0,1,0.4,1,14,0,6.9,180085.0
298,294,4,2.0,1,1,0,1,2.6,1,9,0,2.9,265404.0
155,146,3,4.0,1,1,0,0,5.9,0,16,0,2.3,117127.0
319,277,5,2.0,1,1,1,1,0.3,1,11,0,6.1,288949.0
175,157,2,2.0,0,1,0,1,1.7,0,4,0,5.3,149579.0
144,123,2,1.0,0,1,1,0,3.8,1,13,0,2.9,131147.0
284,253,4,4.0,1,1,1,1,4.2,1,16,0,2.8,249066.0
184,177,2,2.0,1,0,1,0,0.1,0,11,0,6.8,150886.0
536,514,7,7.0,1,1,1,1,5.9,1,3,0,6.6,428809.0
209,191,3,4.0,1,1,0,1,3.2,0,4,0,1.8,181197.0
182,161,3,3.0,0,0,0,0,5.8,0,4,0,4.6,121147.0
319,292,5,3.0,0,1,1,1,5.9,1,17,0,5.1,261060.0
136,117,1,1.0,1,0,0,0,3.2,0,19,0,2.4,96499.0
241,208,5,4.0,1,1,1,1,4.5,0,18,0,6.9,195652.0
308,289,4,5.0,1,1,1,1,3.8,1,16,0,3.6,259197.0
343,312,6,5.0,1,1,1,1,4.9,1,12,0,1.6,287711.0
228,194,3,4.0,1,1,0,0,0.6,1,16,0,0.6,191691.0
274,249,4,5.0,0,1,0,1,6.3,1,14,0,5.5,228257.0
304,283,4,4.0,1,1,1,1,5.3,1,6,0,3.4,259980.0
224,212,4,2.0,1,1,1,1,1.6,0,8,0,0.3,202338.0
194,172,3,1.0,1,1,1,0,5.5,1,6,0,0.7,174310.0
126,115,2,2.0,0,0,0,1,5.5,0,19,0,5.1,98494.0
216,211,4,5.0,1,0,1,1,1.9,1,13,0,4.4,193152.0
358,351,5,5.0,1,1,1,1,1.6,0,6,0,4.8,284601.0
275,248,4,3.0,1,1,1,0,0.1,1,14,0,6.2,243265.0
443,420,6,5.0,1,1,1,1,1.2,1,11,0,2.8,379907.0
146,138,1,2.0,0,1,0,1,5.4,0,14,0,2.7,121206.0
313,276,5,4.0,1,1,1,1,1.7,1,6,0,0.8,283142.0
172,153,3,2.0,1,1,1,0,0.4,1,20,0,,168716.0
303,281,4,4.0,1,1,1,1,1.7,1,21,0,5.6,254573.0
285,251,4,5.0,1,1,1,1,2.4,1,4,0,0.5,267287.0
435,393,7,7.0,1,1,1,1,0.1,1,18,0,1.6,380736.0
149,146,2,3.0,1,0,0,0,2.5,0,5,0,1.8,117331.0
181,157,3,4.0,0,0,0,0,5.9,0,3,0,4.8,125451.0
160,150,3,4.0,1,1,1,0,0.4,0,19,0,,145613.0
203,185,3,2.0,0,0,0,1,1.9,1,7,0,0.2,188436.0
278,275,4,,1,1,1,1,5.2,1,6,0,0.3,249847.0
360,331,5,5.0,1,1,1,1,5.4,1,10,0,6.8,298292.0
228,202,4,4.0,1,1,1,1,4.2,1,11,1,2.3,236436.0
241,206,5,5.0,0,1,1,1,5.1,1,14,0,6.7,218191.0
244,212,5,2.0,1,1,1,1,4.4,1,16,0,2.1,221952.0
276,273,5,5.0,1,0,1,1,2.7,1,5,0,2.2,236106.0
190,188,3,2.0,1,0,0,0,2.7,0,4,0,4.1,147304.0
136,133,2,1.0,1,0,0,0,1.6,0,5,0,1.2,113744.0
109,108,1,2.0,1,0,0,0,0.8,0,1,0,2.5,93874.0
147,139,1,1.0,0,0,0,0,5.6,0,19,0,4.8,93328.0
107,97,1,1.0,1,0,0,0,5.1,1,8,0,1.4,87858.0
114,109,1,1.0,1,0,0,0,0.9,0,22,0,4.9,
310,281,4,5.0,1,1,1,0,3.8,0,16,0,6.7,220341.0
325,295,5,5.0,1,1,1,1,3.6,1,10,0,1.2,281070.0
204,186,4,3.0,1,1,1,1,1.3,0,10,0,0.7,184536.0
177,170,3,3.0,1,0,0,0,2.3,0,13,0,5.3,129613.0
230,197,4,4.0,1,1,1,1,3.8,1,12,0,3.7,219863.0
234,226,3,1.0,1,0,0,0,4.4,0,14,0,2.8,160721.0
268,256,4,5.0,1,1,1,1,0.5,1,10,0,6.4,239146.0
231,198,4,5.0,1,1,1,1,0.1,1,19,0,3.5,226610.0
234,225,4,2.0,1,1,1,1,6.9,1,1,0,6.9,204259.0
126,118,1,1.0,0,1,0,0,5.1,0,9,0,1.1,96243.0
198,179,3,1.0,1,1,0,0,3.5,0,15,0,2.9,144094.0
209,195,4,3.0,1,1,0,0,4.9,1,21,0,,162982.0
254,239,4,3.0,1,1,1,0,1.9,0,2,0,6.2,197497.0
321,295,5,3.0,1,1,1,1,1.6,1,20,0,4.5,270720.0
453,387,7,6.0,1,1,1,1,0.1,1,17,1,3.8,428768.0
111,95,1,2.0,0,0,0,0,5.3,0,19,0,6.8,70820.0
224,195,3,1.0,1,1,0,0,6.2,0,22,0,4.4,148337.0
219,211,3,1.0,0,1,0,1,3.6,0,16,0,5.3,171019.0
122,111,2,3.0,0,1,0,0,4.9,0,4,0,5.2,94321.0
230,208,3,3.0,0,1,0,0,3.2,0,21,0,1.8,157178.0
279,264,4,3.0,1,1,1,0,4.3,1,22,0,6.6,214658.0
264,261,5,5.0,1,0,1,1,4.9,0,15,0,0.2,208346.0
295,262,4,4.0,1,1,1,1,0.4,1,17,0,0.4,284183.0
267,228,4,3.0,1,1,1,1,1.3,0,14,0,5.2,224251.0
278,274,5,4.0,1,1,1,1,4.5,1,13,0,3.7,238482.0
155,153,2,3.0,0,0,0,1,3.4,0,20,0,1.9,126843.0
159,156,3,1.0,1,0,0,0,2.2,1,15,0,5.7,126691.0
228,197,4,5.0,1,1,0,1,3.4,1,15,0,2.5,196883.0
183,182,3,3.0,1,0,0,1,0.4,1,11,0,2.4,176310.0
217,188,3,1.0,1,0,0,1,3.9,0,20,0,1.5,169170.0
253,252,5,,1,1,1,1,1.6,1,15,0,6.5,220985.0
167,161,3,1.0,1,0,0,1,0.7,0,1,0,0.6,162083.0
175,168,3,3.0,1,1,0,1,0.6,1,1,0,0.8,186446.0
215,210,4,5.0,1,1,1,1,2.6,1,17,1,,224435.0
304,301,5,,1,1,1,1,1.8,1,18,0,3.1,263939.0
155,147,3,,0,0,0,0,1.3,0,16,0,5.6,112456.0
177,165,3,4.0,0,0,0,1,2.9,0,13,0,1.7,140850.0
204,179,4,2.0,1,1,0,1,0.7,0,10,0,5.6,175217.0
303,303,4,5.0,1,0,1,1,0.8,1,11,1,1.1,302393.0
316,307,5,3.0,1,1,1,1,5.7,1,21,0,4.5,257407.0
337,313,5,3.0,1,1,1,0,2.8,0,4,0,,251580.0
340,338,5,3.0,1,0,1,0,3.7,1,18,0,3.9,255991.0
223,214,3,3.0,0,1,0,1,3.7,0,14,0,,178836.0
109,108,1,1.0,1,0,0,0,6.4,0,2,0,1.4,85543.0
267,259,4,,0,1,1,1,3.1,1,11,1,4.9,266360.0
131,124,1,1.0,0,1,0,0,0.6,0,13,0,1.5,113175.0
101,87,1,1.0,1,0,0,0,1.2,0,8,0,3.1,83470.0
232,200,3,3.0,0,0,0,0,5.7,0,4,0,1.6,158433.0
224,191,4,4.0,1,1,1,1,5.6,1,13,0,4.1,201862.0
100,87,1,1.0,1,1,1,0,0.2,0,20,0,4.7,106699.0
285,275,4,5.0,1,1,1,1,5.7,1,20,0,6.6,232610.0
157,152,2,2.0,0,0,0,0,6.9,0,15,0,1.5,105420.0
342,301,5,,0,1,1,0,0.4,1,9,0,5.5,286015.0
145,145,2,2.0,0,0,0,0,1.5,1,20,0,,118161.0
137,129,2,2.0,0,1,1,0,6.9,0,17,0,3.8,103317.0
223,190,3,1.0,1,0,0,0,0.2,0,8,0,2.5,
217,210,3,1.0,1,1,0,0,3.4,1,18,0,,170992.0
178,168,2,2.0,1,1,0,1,5.5,0,9,0,0.1,155190.0
199,177,4,2.0,0,1,1,0,0.6,1,10,0,2.9,181850.0
209,199,3,1.0,0,1,1,0,4.4,1,12,0,1.1,174538.0
281,255,5,2.0,0,1,1,1,5.4,0,22,0,,213774.0
159,156,3,1.0,0,0,0,0,0.1,0,16,0,1.6,126607.0
238,204,3,2.0,1,1,0,0,3.4,0,17,0,3.3,162279.0
235,206,5,5.0,1,1,1,1,5.5,1,20,0,5.4,205953.0
153,135,3,2.0,0,1,0,0,1.7,1,12,0,3.8,133582.0
135,126,1,,1,1,0,1,2.5,0,1,0,0.8,135924.0
148,144,2,3.0,0,0,0,0,0.7,0,12,0,4.1,115013.0
183,166,3,2.0,1,1,1,0,0.2,1,6,0,3.7,182576.0
258,245,4,4.0,1,1,1,1,4.6,1,8,0,5.6,231432.0
153,140,2,1.0,1,1,1,0,2.4,0,4,0,4.9,135765.0
211,206,3,4.0,0,0,1,0,2.3,0,18,0,1.3,152517.0
283,280,4,3.0,1,0,1,0,0.6,1,8,0,4.9,237546.0
212,196,4,2.0,0,1,1,1,0.3,1,7,0,3.3,212981.0
311,299,5,5.0,1,1,1,1,2.9,1,16,0,1.2,266422.0
120,119,1,1.0,0,0,0,0,4.1,0,2,0,2.3,90389.0
299,288,4,5.0,1,1,1,1,2.5,1,16,0,4.8,257436.0
240,220,3,1.0,1,1,0,1,4.9,1,10,0,3.4,205220.0
311,303,5,3.0,1,1,1,1,0.9,1,3,1,5.7,322702.0
219,191,4,2.0,1,1,0,1,0.7,1,20,0,,205590.0
308,270,6,4.0,1,1,1,1,3.2,1,21,0,3.6,259652.0
188,185,2,3.0,1,0,0,1,6.5,0,13,0,0.1,150206.0
165,154,2,1.0,0,1,0,1,0.8,0,9,0,4.1,149991.0
257,228,5,3.0,1,1,1,1,6.8,1,19,0,6.5,218146.0
328,321,6,6.0,1,1,1,1,1.3,1,20,0,5.2,279950.0
119,119,1,1.0,1,0,0,0,5.1,0,8,0,3.4,83154.0
194,185,3,3.0,1,1,0,0,0.7,0,19,0,0.8,158422.0
301,274,5,5.0,1,1,1,1,6.1,0,5,0,2.4,236278.0
291,287,4,3.0,1,1,1,1,4.8,1,4,0,2.7,254022.0
263,263,4,5.0,1,0,1,1,4.4,1,10,0,0.1,226379.0
192,168,3,2.0,1,1,0,0,3.3,1,4,0,6.7,157311.0
224,220,4,2.0,1,0,1,1,3.2,1,21,0,,183461.0
296,284,5,2.0,1,1,1,1,3.1,1,22,0,1.9,249398.0
221,202,4,4.0,0,1,1,1,2.3,0,19,0,1.8,181193.0
288,274,5,5.0,1,1,1,1,3.5,1,20,0,,242960.0
121,120,1,1.0,0,0,0,0,2.5,0,14,0,3.7,89545.0
238,237,4,2.0,1,1,1,0,2.8,0,11,0,2.1,178210.0
239,206,3,1.0,1,1,1,0,3.9,0,14,0,4.2,185479.0
224,207,3,1.0,0,0,0,0,6.1,0,10,0,2.7,154488.0
235,221,5,5.0,1,1,1,1,3.1,1,12,0,1.9,221524.0
209,202,3,3.0,1,1,0,1,4.9,1,2,0,1.9,193269.0
215,205,3,4.0,0,0,1,0,1.1,0,18,0,2.3,158508.0
246,217,5,5.0,1,1,1,0,4.3,1,5,0,0.3,218553.0
298,272,4,,0,1,1,1,6.7,1,4,0,0.1,258006.0
268,229,5,5.0,1,1,1,1,5.3,1,13,0,5.6,230349.0
257,240,5,2.0,0,1,1,0,3.9,1,19,0,2.5,203383.0
306,271,6,5.0,1,1,1,1,6.3,1,13,0,3.2,263050.0
162,143,3,2.0,0,0,0,1,4.7,1,7,0,2.8,141192.0
293,283,4,3.0,1,1,1,1,4.2,1,19,0,3.8,248973.0
470,425,7,8.0,1,1,1,1,1.1,1,10,0,5.7,390729.0
258,238,4,3.0,1,1,1,1,2.8,0,4,0,4.9,210636.0
112,111,1,2.0,0,0,0,0,3.7,0,6,0,4.8,84641.0
153,138,2,1.0,0,1,0,0,3.5,0,10,0,2.3,119536.0
169,160,3,4.0,1,1,0,0,5.3,1,17,0,6.8,132061.0
276,258,5,4.0,1,1,1,1,5.5,0,14,0,2.5,215271.0
253,216,4,4.0,1,1,1,1,4.3,1,8,0,5.2,235206.0
293,261,5,5.0,1,1,1,1,5.5,0,9,0,1.5,232954.0
337,332,5,3.0,1,1,1,1,0.4,1,18,0,5.3,292498.0
163,161,3,2.0,1,0,0,1,6.8,0,6,0,4.7,130516.0
100,97,1,1.0,0,0,0,1,3.4,0,21,1,2.3,101989.0
217,189,4,2.0,1,1,1,0,6.2,1,5,0,0.6,188360.0
132,128,2,3.0,0,0,0,1,1.6,1,13,0,0.9,135253.0
294,261,5,2.0,1,1,1,1,1.1,0,10,0,4.8,243770.0
228,200,4,2.0,1,1,1,0,2.1,1,15,0,3.6,192805.0
232,221,5,5.0,1,1,1,1,5.1,1,9,1,5.1,228305.0
122,112,2,3.0,0,0,0,0,5.5,1,15,0,6.4,92244.0
305,298,5,5.0,1,1,1,1,3.6,1,13,0,6.4,254594.0
218,209,4,4.0,1,1,0,1,4.5,1,14,0,4.9,185663.0
465,401,7,,1,1,1,1,1.7,1,20,0,2.2,382381.0
189,167,2,2.0,0,1,0,0,5.6,0,22,0,3.9,127896.0
300,261,4,3.0,1,1,1,1,1.6,1,20,0,3.6,268044.0
206,186,3,2.0,1,1,0,1,4.5,0,2,0,5.1,170323.0
331,316,5,5.0,1,1,0,0,3.9,1,8,0,,253175.0
190,165,2,3.0,1,1,0,1,6.1,0,1,0,1.7,154843.0
273,244,4,2.0,1,1,1,1,6.8,1,18,0,1.7,233310.0
255,236,5,4.0,1,1,1,1,4.6,1,10,0,6.2,219101.0
129,116,2,3.0,0,1,0,1,5.2,0,17,0,5.2,107054.0
259,254,5,5.0,1,0,1,1,0.2,1,14,0,6.3,237672.0
489,486,7,4.0,1,1,1,1,6.6,1,3,0,2.7,397550.0
341,299,6,7.0,1,1,1,1,4.3,1,16,0,4.2,290348.0
306,263,4,5.0,1,1,1,1,5.3,0,22,0,3.2,232142.0
276,248,4,2.0,1,1,1,1,0.4,1,19,0,2.7,255870.0
371,336,6,,1,1,1,1,3.1,1,1,0,3.4,325986.0
128,128,1,1.0,0,0,0,0,1.7,0,10,0,5.8,99792.0
264,237,5,4.0,1,1,0,1,1.5,1,3,0,1.5,236529.0
419,419,7,6.0,1,1,1,1,6.5,1,19,0,1.6,332978.0
138,118,1,1.0,0,1,0,0,3.7,0,17,0,5.2,101046.0
192,185,3,1.0,1,0,1,0,0.6,0,11,0,2.6,150652.0
105,105,1,2.0,0,0,0,0,2.8,1,17,0,2.6,87982.0
219,202,4,5.0,1,1,0,1,3.9,1,9,0,2.5,193894.0
315,274,5,3.0,1,1,1,1,1.6,1,17,0,0.6,280973.0
214,184,3,1.0,1,1,0,0,3.7,1,17,0,5.8,166330.0
277,249,4,4.0,1,1,1,0,1.2,0,8,0,1.4,217749.0
261,237,5,5.0,1,1,1,1,2.5,1,17,0,1.5,232268.0
220,217,4,2.0,1,1,0,1,3.3,0,19,0,1.4,177861.0
300,270,4,5.0,0,1,1,0,4.3,1,22,0,0.6,236023.0
264,259,4,4.0,0,1,1,1,4.7,1,6,0,1.9,230218.0
193,183,4,4.0,0,1,1,0,1.5,1,20,1,6.3,179617.0
317,271,5,3.0,1,1,1,1,5.7,1,9,0,3.6,280917.0
293,292,4,3.0,0,1,1,1,2.9,1,13,0,5.4,247846.0
263,228,5,,1,1,1,1,4.6,1,21,0,5.3,232089.0
222,189,3,1.0,0,1,0,1,3.3,0,11,0,6.7,172820.0
192,185,4,3.0,1,1,1,1,1.3,1,2,0,0.6,196459.0
315,313,6,4.0,1,1,1,1,1.9,1,6,0,3.7,276470.0
126,122,1,2.0,0,0,0,0,5.1,0,12,0,1.4,92828.0
297,276,4,,1,1,1,1,5.3,1,15,0,5.8,247354.0
169,157,2,2.0,1,0,0,1,0.6,1,11,0,,162479.0
246,232,4,3.0,1,1,1,1,3.1,1,6,0,4.8,223218.0
238,205,3,1.0,1,1,0,0,3.3,0,10,0,,170708.0
308,307,4,4.0,1,1,1,0,4.8,1,17,0,,239891.0
228,209,4,2.0,0,1,1,1,6.5,1,2,0,4.5,204889.0
296,273,4,3.0,0,1,1,0,3.1,1,18,0,2.5,230016.0
272,246,4,2.0,1,1,0,1,5.8,1,3,0,2.1,231055.0
301,272,5,2.0,1,1,1,1,4.1,1,21,0,0.4,259389.0
231,220,4,4.0,1,1,1,1,3.3,0,11,0,4.5,188765.0
238,216,5,5.0,1,1,1,1,4.4,1,8,0,0.2,224100.0
172,160,3,3.0,0,0,0,0,2.7,1,15,0,3.8,135057.0
281,266,4,2.0,1,1,1,1,4.6,0,5,1,5.4,256793.0
197,174,4,5.0,1,1,1,1,4.1,1,5,0,2.3,191943.0
331,299,5,5.0,1,1,1,0,4.3,1,5,0,3.9,264956.0
249,219,5,3.0,1,1,1,1,6.5,1,22,0,5.7,212008.0
161,161,3,1.0,1,0,1,0,3.7,1,13,0,6.4,129849.0
587,515,7,,1,1,1,1,1.1,1,4,0,3.9,494271.0
135,127,1,1.0,0,0,0,0,4.4,0,17,0,1.9,95603.0
136,118,2,3.0,1,1,0,0,5.4,0,5,0,,105432.0
214,194,3,2.0,1,1,0,0,3.8,0,5,0,3.1,158748.0
231,224,3,4.0,1,1,1,0,4.1,0,12,0,3.3,178875.0
255,253,4,4.0,1,1,1,1,2.9,1,3,0,2.8,237956.0
192,174,4,3.0,1,1,1,1,5.7,1,16,0,1.4,183338.0
187,163,2,,1,1,0,0,1.9,0,11,0,0.7,147711.0
224,205,4,3.0,1,1,0,1,5.3,1,3,0,1.8,201114.0
275,249,4,5.0,1,1,0,1,3.5,0,10,0,1.3,210189.0
118,111,1,2.0,0,0,0,0,5.1,0,5,0,3.4,84879.0
